Time,Bezirk,AnzahlFaelle
27.02.2020 00:00:00,Bregenz,0
27.02.2020 00:00:00,Dornbirn,0
27.02.2020 00:00:00,Feldkirch,0
27.02.2020 00:00:00,Wien,2
28.02.2020 00:00:00,Eisenstadt(Stadt),0
28.02.2020 00:00:00,Rust(Stadt),0
28.02.2020 00:00:00,Eisenstadt-Umgebung,0
28.02.2020 00:00:00,Güssing,0
28.02.2020 00:00:00,Jennersdorf,0
28.02.2020 00:00:00,Mattersburg,0
28.02.2020 00:00:00,Neusiedl am See,0
28.02.2020 00:00:00,Oberpullendorf,0
28.02.2020 00:00:00,Oberwart,0
28.02.2020 00:00:00,Klagenfurt Stadt,0
28.02.2020 00:00:00,Villach Stadt,0
28.02.2020 00:00:00,Hermagor,0
28.02.2020 00:00:00,Klagenfurt Land,0
28.02.2020 00:00:00,Sankt Veit an der Glan,0
28.02.2020 00:00:00,Spittal an der Drau,0
28.02.2020 00:00:00,Villach Land,0
28.02.2020 00:00:00,Völkermarkt,0
28.02.2020 00:00:00,Wolfsberg,0
28.02.2020 00:00:00,Feldkirchen,0
28.02.2020 00:00:00,Krems an der Donau(Stadt),0
28.02.2020 00:00:00,Sankt Pölten(Stadt),0
28.02.2020 00:00:00,Waidhofen an der Ybbs(Stadt),0
28.02.2020 00:00:00,Wiener Neustadt(Stadt),0
28.02.2020 00:00:00,Amstetten,0
28.02.2020 00:00:00,Baden,0
28.02.2020 00:00:00,Bruck an der Leitha,0
28.02.2020 00:00:00,Gänserndorf,0
28.02.2020 00:00:00,Gmünd,0
28.02.2020 00:00:00,Hollabrunn,0
28.02.2020 00:00:00,Horn,0
28.02.2020 00:00:00,Korneuburg,2
28.02.2020 00:00:00,Krems(Land),0
28.02.2020 00:00:00,Lilienfeld,0
28.02.2020 00:00:00,Melk,0
28.02.2020 00:00:00,Mistelbach,0
28.02.2020 00:00:00,Mödling,0
28.02.2020 00:00:00,Neunkirchen,0
28.02.2020 00:00:00,Sankt Pölten(Land),0
28.02.2020 00:00:00,Scheibbs,0
28.02.2020 00:00:00,Tulln,0
28.02.2020 00:00:00,Waidhofen an der Thaya,0
28.02.2020 00:00:00,Wiener Neustadt(Land),0
28.02.2020 00:00:00,Zwettl,0
28.02.2020 00:00:00,Linz(Stadt),0
28.02.2020 00:00:00,Steyr(Stadt),0
28.02.2020 00:00:00,Wels(Stadt),0
28.02.2020 00:00:00,Braunau am Inn,0
28.02.2020 00:00:00,Eferding,0
28.02.2020 00:00:00,Freistadt,0
28.02.2020 00:00:00,Gmunden,0
28.02.2020 00:00:00,Grieskirchen,0
28.02.2020 00:00:00,Kirchdorf an der Krems,0
28.02.2020 00:00:00,Linz-Land,0
28.02.2020 00:00:00,Perg,0
28.02.2020 00:00:00,Ried im Innkreis,0
28.02.2020 00:00:00,Rohrbach,0
28.02.2020 00:00:00,Schärding,0
28.02.2020 00:00:00,Steyr-Land,0
28.02.2020 00:00:00,Urfahr-Umgebung,0
28.02.2020 00:00:00,Vöcklabruck,0
28.02.2020 00:00:00,Wels-Land,0
28.02.2020 00:00:00,Salzburg(Stadt),0
28.02.2020 00:00:00,Hallein,0
28.02.2020 00:00:00,Salzburg-Umgebung,0
28.02.2020 00:00:00,Sankt Johann im Pongau,0
28.02.2020 00:00:00,Tamsweg,0
28.02.2020 00:00:00,Zell am See,0
28.02.2020 00:00:00,Graz(Stadt),0
28.02.2020 00:00:00,Deutschlandsberg,0
28.02.2020 00:00:00,Graz-Umgebung,0
28.02.2020 00:00:00,Leibnitz,0
28.02.2020 00:00:00,Leoben,0
28.02.2020 00:00:00,Liezen,0
28.02.2020 00:00:00,Murau,0
28.02.2020 00:00:00,Voitsberg,0
28.02.2020 00:00:00,Weiz,1
28.02.2020 00:00:00,Murtal,0
28.02.2020 00:00:00,Bruck-Mürzzuschlag,0
28.02.2020 00:00:00,Hartberg-Fürstenfeld,0
28.02.2020 00:00:00,Südoststeiermark,0
28.02.2020 00:00:00,Innsbruck-Stadt,0
28.02.2020 00:00:00,Imst,0
28.02.2020 00:00:00,Innsbruck-Land,0
28.02.2020 00:00:00,Kitzbühel,0
28.02.2020 00:00:00,Kufstein,0
28.02.2020 00:00:00,Landeck,0
28.02.2020 00:00:00,Lienz,0
28.02.2020 00:00:00,Reutte,0
28.02.2020 00:00:00,Schwaz,0
28.02.2020 00:00:00,Bludenz,0
28.02.2020 00:00:00,Bregenz,0
28.02.2020 00:00:00,Dornbirn,0
28.02.2020 00:00:00,Feldkirch,0
28.02.2020 00:00:00,Wien,1
29.02.2020 00:00:00,Eisenstadt(Stadt),0
29.02.2020 00:00:00,Rust(Stadt),0
29.02.2020 00:00:00,Eisenstadt-Umgebung,0
29.02.2020 00:00:00,Güssing,0
29.02.2020 00:00:00,Jennersdorf,0
29.02.2020 00:00:00,Mattersburg,0
29.02.2020 00:00:00,Neusiedl am See,0
29.02.2020 00:00:00,Oberpullendorf,0
29.02.2020 00:00:00,Oberwart,0
29.02.2020 00:00:00,Klagenfurt Stadt,0
29.02.2020 00:00:00,Villach Stadt,0
29.02.2020 00:00:00,Hermagor,0
29.02.2020 00:00:00,Klagenfurt Land,0
29.02.2020 00:00:00,Sankt Veit an der Glan,0
29.02.2020 00:00:00,Spittal an der Drau,0
29.02.2020 00:00:00,Villach Land,0
29.02.2020 00:00:00,Völkermarkt,0
29.02.2020 00:00:00,Wolfsberg,0
29.02.2020 00:00:00,Feldkirchen,0
29.02.2020 00:00:00,Krems an der Donau(Stadt),0
29.02.2020 00:00:00,Sankt Pölten(Stadt),0
29.02.2020 00:00:00,Waidhofen an der Ybbs(Stadt),0
29.02.2020 00:00:00,Wiener Neustadt(Stadt),0
29.02.2020 00:00:00,Amstetten,0
29.02.2020 00:00:00,Baden,0
29.02.2020 00:00:00,Bruck an der Leitha,0
29.02.2020 00:00:00,Gänserndorf,0
29.02.2020 00:00:00,Gmünd,0
29.02.2020 00:00:00,Hollabrunn,0
29.02.2020 00:00:00,Horn,0
29.02.2020 00:00:00,Korneuburg,0
29.02.2020 00:00:00,Krems(Land),0
29.02.2020 00:00:00,Lilienfeld,0
29.02.2020 00:00:00,Melk,0
29.02.2020 00:00:00,Mistelbach,0
29.02.2020 00:00:00,Mödling,0
29.02.2020 00:00:00,Neunkirchen,0
29.02.2020 00:00:00,Sankt Pölten(Land),0
29.02.2020 00:00:00,Scheibbs,0
29.02.2020 00:00:00,Tulln,0
29.02.2020 00:00:00,Waidhofen an der Thaya,0
29.02.2020 00:00:00,Wiener Neustadt(Land),0
29.02.2020 00:00:00,Zwettl,0
29.02.2020 00:00:00,Linz(Stadt),0
29.02.2020 00:00:00,Steyr(Stadt),0
29.02.2020 00:00:00,Wels(Stadt),0
29.02.2020 00:00:00,Braunau am Inn,0
29.02.2020 00:00:00,Eferding,0
29.02.2020 00:00:00,Freistadt,0
29.02.2020 00:00:00,Gmunden,0
29.02.2020 00:00:00,Grieskirchen,0
29.02.2020 00:00:00,Kirchdorf an der Krems,0
29.02.2020 00:00:00,Linz-Land,0
29.02.2020 00:00:00,Perg,0
29.02.2020 00:00:00,Ried im Innkreis,0
29.02.2020 00:00:00,Rohrbach,0
29.02.2020 00:00:00,Schärding,0
29.02.2020 00:00:00,Steyr-Land,0
29.02.2020 00:00:00,Urfahr-Umgebung,0
29.02.2020 00:00:00,Vöcklabruck,0
29.02.2020 00:00:00,Wels-Land,0
29.02.2020 00:00:00,Salzburg(Stadt),0
29.02.2020 00:00:00,Hallein,0
29.02.2020 00:00:00,Salzburg-Umgebung,0
29.02.2020 00:00:00,Sankt Johann im Pongau,0
29.02.2020 00:00:00,Tamsweg,0
29.02.2020 00:00:00,Zell am See,0
29.02.2020 00:00:00,Graz(Stadt),0
29.02.2020 00:00:00,Deutschlandsberg,0
29.02.2020 00:00:00,Graz-Umgebung,0
29.02.2020 00:00:00,Leibnitz,0
29.02.2020 00:00:00,Leoben,0
29.02.2020 00:00:00,Liezen,0
29.02.2020 00:00:00,Murau,0
29.02.2020 00:00:00,Voitsberg,0
29.02.2020 00:00:00,Weiz,0
29.02.2020 00:00:00,Murtal,0
29.02.2020 00:00:00,Bruck-Mürzzuschlag,0
29.02.2020 00:00:00,Hartberg-Fürstenfeld,0
29.02.2020 00:00:00,Südoststeiermark,0
29.02.2020 00:00:00,Innsbruck-Stadt,0
29.02.2020 00:00:00,Imst,0
29.02.2020 00:00:00,Innsbruck-Land,0
29.02.2020 00:00:00,Kitzbühel,0
29.02.2020 00:00:00,Kufstein,0
29.02.2020 00:00:00,Landeck,0
29.02.2020 00:00:00,Lienz,0
29.02.2020 00:00:00,Reutte,0
29.02.2020 00:00:00,Schwaz,0
29.02.2020 00:00:00,Bludenz,0
29.02.2020 00:00:00,Bregenz,0
29.02.2020 00:00:00,Dornbirn,0
29.02.2020 00:00:00,Feldkirch,0
29.02.2020 00:00:00,Wien,1
01.03.2020 00:00:00,Eisenstadt(Stadt),0
01.03.2020 00:00:00,Rust(Stadt),0
01.03.2020 00:00:00,Eisenstadt-Umgebung,0
01.03.2020 00:00:00,Güssing,0
01.03.2020 00:00:00,Jennersdorf,0
01.03.2020 00:00:00,Mattersburg,0
01.03.2020 00:00:00,Neusiedl am See,0
01.03.2020 00:00:00,Oberpullendorf,0
01.03.2020 00:00:00,Oberwart,0
01.03.2020 00:00:00,Klagenfurt Stadt,0
01.03.2020 00:00:00,Villach Stadt,0
01.03.2020 00:00:00,Hermagor,0
01.03.2020 00:00:00,Klagenfurt Land,0
01.03.2020 00:00:00,Sankt Veit an der Glan,0
01.03.2020 00:00:00,Spittal an der Drau,0
01.03.2020 00:00:00,Villach Land,0
01.03.2020 00:00:00,Völkermarkt,0
01.03.2020 00:00:00,Wolfsberg,0
01.03.2020 00:00:00,Feldkirchen,0
01.03.2020 00:00:00,Krems an der Donau(Stadt),0
01.03.2020 00:00:00,Sankt Pölten(Stadt),0
01.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),0
01.03.2020 00:00:00,Wiener Neustadt(Stadt),0
01.03.2020 00:00:00,Amstetten,0
01.03.2020 00:00:00,Baden,0
01.03.2020 00:00:00,Bruck an der Leitha,0
01.03.2020 00:00:00,Gänserndorf,0
01.03.2020 00:00:00,Gmünd,0
01.03.2020 00:00:00,Hollabrunn,0
01.03.2020 00:00:00,Horn,0
01.03.2020 00:00:00,Korneuburg,0
01.03.2020 00:00:00,Krems(Land),0
01.03.2020 00:00:00,Lilienfeld,0
01.03.2020 00:00:00,Melk,0
01.03.2020 00:00:00,Mistelbach,0
01.03.2020 00:00:00,Mödling,0
01.03.2020 00:00:00,Neunkirchen,0
01.03.2020 00:00:00,Sankt Pölten(Land),0
01.03.2020 00:00:00,Scheibbs,0
01.03.2020 00:00:00,Tulln,0
01.03.2020 00:00:00,Waidhofen an der Thaya,0
01.03.2020 00:00:00,Wiener Neustadt(Land),0
01.03.2020 00:00:00,Zwettl,0
01.03.2020 00:00:00,Linz(Stadt),0
01.03.2020 00:00:00,Steyr(Stadt),0
01.03.2020 00:00:00,Wels(Stadt),0
01.03.2020 00:00:00,Braunau am Inn,0
01.03.2020 00:00:00,Eferding,0
01.03.2020 00:00:00,Freistadt,0
01.03.2020 00:00:00,Gmunden,0
01.03.2020 00:00:00,Grieskirchen,0
01.03.2020 00:00:00,Kirchdorf an der Krems,0
01.03.2020 00:00:00,Linz-Land,0
01.03.2020 00:00:00,Perg,0
01.03.2020 00:00:00,Ried im Innkreis,0
01.03.2020 00:00:00,Rohrbach,0
01.03.2020 00:00:00,Schärding,0
01.03.2020 00:00:00,Steyr-Land,0
01.03.2020 00:00:00,Urfahr-Umgebung,0
01.03.2020 00:00:00,Vöcklabruck,0
01.03.2020 00:00:00,Wels-Land,0
01.03.2020 00:00:00,Salzburg(Stadt),0
01.03.2020 00:00:00,Hallein,0
01.03.2020 00:00:00,Salzburg-Umgebung,0
01.03.2020 00:00:00,Sankt Johann im Pongau,0
01.03.2020 00:00:00,Tamsweg,0
01.03.2020 00:00:00,Zell am See,0
01.03.2020 00:00:00,Graz(Stadt),0
01.03.2020 00:00:00,Deutschlandsberg,0
01.03.2020 00:00:00,Graz-Umgebung,0
01.03.2020 00:00:00,Leibnitz,0
01.03.2020 00:00:00,Leoben,0
01.03.2020 00:00:00,Liezen,0
01.03.2020 00:00:00,Murau,0
01.03.2020 00:00:00,Voitsberg,0
01.03.2020 00:00:00,Weiz,0
01.03.2020 00:00:00,Murtal,0
01.03.2020 00:00:00,Bruck-Mürzzuschlag,0
01.03.2020 00:00:00,Hartberg-Fürstenfeld,0
01.03.2020 00:00:00,Südoststeiermark,0
01.03.2020 00:00:00,Innsbruck-Stadt,0
01.03.2020 00:00:00,Imst,0
01.03.2020 00:00:00,Innsbruck-Land,0
01.03.2020 00:00:00,Kitzbühel,0
01.03.2020 00:00:00,Kufstein,0
01.03.2020 00:00:00,Landeck,0
01.03.2020 00:00:00,Lienz,0
01.03.2020 00:00:00,Reutte,0
01.03.2020 00:00:00,Schwaz,0
01.03.2020 00:00:00,Bludenz,0
01.03.2020 00:00:00,Bregenz,0
01.03.2020 00:00:00,Dornbirn,0
01.03.2020 00:00:00,Feldkirch,0
01.03.2020 00:00:00,Wien,4
02.03.2020 00:00:00,Eisenstadt(Stadt),0
02.03.2020 00:00:00,Rust(Stadt),0
02.03.2020 00:00:00,Eisenstadt-Umgebung,0
02.03.2020 00:00:00,Güssing,0
02.03.2020 00:00:00,Jennersdorf,0
02.03.2020 00:00:00,Mattersburg,0
02.03.2020 00:00:00,Neusiedl am See,0
02.03.2020 00:00:00,Oberpullendorf,0
02.03.2020 00:00:00,Oberwart,0
02.03.2020 00:00:00,Klagenfurt Stadt,0
02.03.2020 00:00:00,Villach Stadt,0
02.03.2020 00:00:00,Hermagor,0
02.03.2020 00:00:00,Klagenfurt Land,0
02.03.2020 00:00:00,Sankt Veit an der Glan,0
02.03.2020 00:00:00,Spittal an der Drau,0
02.03.2020 00:00:00,Villach Land,0
02.03.2020 00:00:00,Völkermarkt,0
02.03.2020 00:00:00,Wolfsberg,0
02.03.2020 00:00:00,Feldkirchen,0
02.03.2020 00:00:00,Krems an der Donau(Stadt),0
02.03.2020 00:00:00,Sankt Pölten(Stadt),0
02.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),0
02.03.2020 00:00:00,Wiener Neustadt(Stadt),0
02.03.2020 00:00:00,Amstetten,0
02.03.2020 00:00:00,Baden,0
02.03.2020 00:00:00,Bruck an der Leitha,0
02.03.2020 00:00:00,Gänserndorf,0
02.03.2020 00:00:00,Gmünd,0
02.03.2020 00:00:00,Hollabrunn,0
02.03.2020 00:00:00,Horn,0
02.03.2020 00:00:00,Korneuburg,1
02.03.2020 00:00:00,Krems(Land),0
02.03.2020 00:00:00,Lilienfeld,0
02.03.2020 00:00:00,Melk,0
02.03.2020 00:00:00,Mistelbach,0
02.03.2020 00:00:00,Mödling,0
02.03.2020 00:00:00,Neunkirchen,0
02.03.2020 00:00:00,Sankt Pölten(Land),0
02.03.2020 00:00:00,Scheibbs,0
02.03.2020 00:00:00,Tulln,0
02.03.2020 00:00:00,Waidhofen an der Thaya,0
02.03.2020 00:00:00,Wiener Neustadt(Land),0
02.03.2020 00:00:00,Zwettl,0
02.03.2020 00:00:00,Linz(Stadt),0
02.03.2020 00:00:00,Steyr(Stadt),0
02.03.2020 00:00:00,Wels(Stadt),0
02.03.2020 00:00:00,Braunau am Inn,0
02.03.2020 00:00:00,Eferding,0
02.03.2020 00:00:00,Freistadt,0
02.03.2020 00:00:00,Gmunden,0
02.03.2020 00:00:00,Grieskirchen,0
02.03.2020 00:00:00,Kirchdorf an der Krems,0
02.03.2020 00:00:00,Linz-Land,0
02.03.2020 00:00:00,Perg,0
02.03.2020 00:00:00,Ried im Innkreis,0
02.03.2020 00:00:00,Rohrbach,0
02.03.2020 00:00:00,Schärding,0
02.03.2020 00:00:00,Steyr-Land,0
02.03.2020 00:00:00,Urfahr-Umgebung,0
02.03.2020 00:00:00,Vöcklabruck,0
02.03.2020 00:00:00,Wels-Land,0
02.03.2020 00:00:00,Salzburg(Stadt),0
02.03.2020 00:00:00,Hallein,0
02.03.2020 00:00:00,Salzburg-Umgebung,0
02.03.2020 00:00:00,Sankt Johann im Pongau,0
02.03.2020 00:00:00,Tamsweg,0
02.03.2020 00:00:00,Zell am See,1
02.03.2020 00:00:00,Graz(Stadt),1
02.03.2020 00:00:00,Deutschlandsberg,0
02.03.2020 00:00:00,Graz-Umgebung,0
02.03.2020 00:00:00,Leibnitz,0
02.03.2020 00:00:00,Leoben,0
02.03.2020 00:00:00,Liezen,0
02.03.2020 00:00:00,Murau,0
02.03.2020 00:00:00,Voitsberg,0
02.03.2020 00:00:00,Weiz,0
02.03.2020 00:00:00,Murtal,0
02.03.2020 00:00:00,Bruck-Mürzzuschlag,1
02.03.2020 00:00:00,Hartberg-Fürstenfeld,0
02.03.2020 00:00:00,Südoststeiermark,0
02.03.2020 00:00:00,Innsbruck-Stadt,0
02.03.2020 00:00:00,Imst,0
02.03.2020 00:00:00,Innsbruck-Land,0
02.03.2020 00:00:00,Kitzbühel,0
02.03.2020 00:00:00,Kufstein,0
02.03.2020 00:00:00,Landeck,0
02.03.2020 00:00:00,Lienz,0
02.03.2020 00:00:00,Reutte,0
02.03.2020 00:00:00,Schwaz,0
02.03.2020 00:00:00,Bludenz,0
02.03.2020 00:00:00,Bregenz,0
02.03.2020 00:00:00,Dornbirn,0
02.03.2020 00:00:00,Feldkirch,0
02.03.2020 00:00:00,Wien,1
03.03.2020 00:00:00,Eisenstadt(Stadt),0
03.03.2020 00:00:00,Rust(Stadt),0
03.03.2020 00:00:00,Eisenstadt-Umgebung,0
03.03.2020 00:00:00,Güssing,0
03.03.2020 00:00:00,Jennersdorf,0
03.03.2020 00:00:00,Mattersburg,0
03.03.2020 00:00:00,Neusiedl am See,0
03.03.2020 00:00:00,Oberpullendorf,0
03.03.2020 00:00:00,Oberwart,0
03.03.2020 00:00:00,Klagenfurt Stadt,0
03.03.2020 00:00:00,Villach Stadt,0
03.03.2020 00:00:00,Hermagor,0
03.03.2020 00:00:00,Klagenfurt Land,0
03.03.2020 00:00:00,Sankt Veit an der Glan,0
03.03.2020 00:00:00,Spittal an der Drau,0
03.03.2020 00:00:00,Villach Land,0
03.03.2020 00:00:00,Völkermarkt,0
03.03.2020 00:00:00,Wolfsberg,0
03.03.2020 00:00:00,Feldkirchen,0
03.03.2020 00:00:00,Krems an der Donau(Stadt),0
03.03.2020 00:00:00,Sankt Pölten(Stadt),0
03.03.2020 00:00:00,Waidhofen an der Ybbs(Stadt),0
03.03.2020 00:00:00,Wiener Neustadt(Stadt),0
03.03.2020 00:00:00,Amstetten,0
03.03.2020 00:00:00,Baden,0
03.03.2020 00:00:00,Bruck an der Leitha,0
03.03.2020 00:00:00,Gänserndorf,0
03.03.2020 00:00:00,Gmünd,0
03.03.2020 00:00:00,Hollabrunn,0
03.03.2020 00:00:00,Horn,0
03.03.2020 00:00:00,Korneuburg,2
03.03.2020 00:00:00,Krems(Land),0
03.03.2020 00:00:00,Lilienfeld,0
03.03.2020 00:00:00,Melk,0
03.03.2020 00:00:00,Mistelbach,0
